OBJECTID,ADDRTYPE,LOCATION,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,SPEEDING,HITPARKEDCAR
220921,Block,S MOUNT BAKER EB BV BETWEEN 30TH AVE S AND 31ST AVE S,0,Unknown,NA,0,0,0,0,0,0,0,2020/01/16 00:00:00+00,NA,NA,NA,NA,NA,Y
220922,Block,8TH AVE NE BETWEEN NE 65TH ST AND WEEDIN E PL NE,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020/02/26 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220925,Block,N 34TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,0,Unknown,NA,0,0,0,0,0,0,0,2020/04/04 00:00:00+00,NA,NA,NA,NA,NA,Y
220927,Intersection,DIBBLE AVE NW AND NW 80TH ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/02/01 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
220928,Block,21ST AVE BETWEEN E JEFFERSON ST AND E JAMES ST,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2020/01/06 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
220929,Block,GARFIELD ST BETWEEN DEAD END 2 AND DEXTER N AVE N,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/01/03 00:00:00+00,N,Clear,Wet,Daylight,NA,Y
220931,Intersection,ALASKAN WY VI SB AND S SPOKANE ST RP,2,Injury Collision,Other,1,0,0,1,1,0,0,2020/03/20 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
220933,Intersection,1ST AVE S AND S SPOKANE SR ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020/02/11 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220936,Block,15TH AVE E BETWEEN E THOMAS S ST AND E THOMAS N ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/02/19 00:00:00+00,NA,NA,NA,NA,NA,N
220938,Block,BROOKLYN AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/02/01 00:00:00+00,N,Overcast,Dry,Daylight,NA,Y
220939,Block,OLSON PL SW BETWEEN 3RD AVE SW AND SW CAMBRIDGE PL,2,Injury Collision,Head On,2,0,0,2,1,0,0,2020/01/20 00:00:00+00,N,Raining,Wet,Daylight,Y,N
220940,Intersection,TERRACE ST AND TERRY AVE,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/03/26 00:00:00+00,NA,NA,NA,NA,NA,N
220942,Block,SEWARD PARK AVE S BETWEEN S OTHELLO ST AND S FONTANELLE PL,2,Injury Collision,Sideswipe,2,0,0,2,2,0,0,2020/03/10 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220944,Block,BROADWAY E BETWEEN E REPUBLICAN ST AND E MERCER ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/03/10 00:00:00+00,NA,NA,NA,NA,NA,N
220946,Block,AIRPORT WAY S BETWEEN 13TH AVE S AND S HARDY ST,2,Injury Collision,Other,1,0,0,1,1,0,0,2020/03/10 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220950,Block,N 85TH ST BETWEEN WALLINGFORD AVE N AND BURKE AVE N,2,Injury Collision,Rear Ended,6,0,0,4,1,0,0,2020/04/20 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220951,Intersection,AURORA AVE N AND N 87TH ST,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2020/01/08 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220952,Block,25TH AVE SW BETWEEN 24TH AVE SW AND DEAD END 1,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/01/09 00:00:00+00,N,Clear,Wet,Dark - Street Lights On,NA,N
220953,Intersection,SAND POINT WAY NE AND NE 110TH ST,1,Property Damage Only Collision,Left Turn,4,0,0,2,0,0,0,2020/04/20 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220954,Block,RAINIER AVE S BETWEEN S LANE ST AND S DEARBORN ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/01/09 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220955,Block,QUEEN ANNE AVE N BETWEEN COMSTOCK ST AND W LEE ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/02/29 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,Y
220957,Intersection,5TH AVE AND UNIVERSITY ST,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,0,2020/01/29 00:00:00+00,N,Overcast,Dry,Dark - Street Lights On,NA,N
220961,Intersection,8TH AVE AND JAMES ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020/01/02 00:00:00+00,N,Raining,Wet,Daylight,NA,N
220962,Intersection,14TH AVE AND E YESLER WAY,1,Property Damage Only Collision,Left Turn,6,0,0,2,0,0,0,2020/02/08 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220963,Block,LAKE CITY WAY NE BETWEEN NE 95TH ST AND NE 98TH ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2020/01/22 00:00:00+00,N,Raining,Wet,Daylight,NA,N
220964,Block,SAND POINT WAY NE BETWEEN NE 90TH PL AND MATTHEWS S AVE NE,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/03/18 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
220967,Block,SW ORCHARD ST BETWEEN DUMAR WAY SW AND DELRIDGE WAY SW,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2020/03/24 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220968,Block,BANNER WAY NE BETWEEN NE 80TH ST AND 85TH ST ON RP,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/03/25 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220970,Intersection,15TH AVE NE AND NE 90TH ST,2,Injury Collision,Angles,4,0,0,3,1,0,0,2020/02/06 00:00:00+00,N,Raining,Wet,Daylight,NA,N
220971,Block,S MICHIGAN ST BETWEEN 7TH AVE S AND CORSON AVE S,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/01/29 00:00:00+00,N,Raining,Wet,Daylight,NA,N
220972,NA,NA,0,Unknown,NA,0,0,0,0,0,0,0,2020/05/04 00:00:00+00,NA,NA,NA,NA,NA,N
220973,Intersection,5TH AVE AND PIKE ST,2,Injury Collision,Angles,2,0,0,2,2,0,0,2020/02/15 00:00:00+00,N,Overcast,Wet,Dark - Street Lights On,NA,N
220975,NA,NA,0,Unknown,NA,0,0,0,0,0,0,0,2020/01/29 00:00:00+00,NA,NA,NA,NA,NA,N
220976,Block,33RD AVE S BETWEEN S OREGON E ST AND RENTON AVE S,0,Unknown,NA,0,0,0,0,0,0,0,2020/04/05 00:00:00+00,NA,NA,NA,NA,NA,Y
220978,Block,N 45TH ST BETWEEN WALLINGFORD AVE N AND BURKE AVE N,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/04/20 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220982,Block,LAKE CITY WAY NE BETWEEN NE 143RD ST AND NE 145TH ST,2,Injury Collision,Angles,2,0,0,2,2,0,0,2020/03/20 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220984,Block,STONE AVE N BETWEEN N 85TH E ST AND N 88TH ST,1,Property Damage Only Collision,NA,3,0,0,0,0,0,0,2020/02/28 00:00:00+00,NA,NA,NA,NA,NA,N
220985,Intersection,LINDEN AVE N AND N 85TH ST,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2020/01/30 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220986,Block,23RD AVE BETWEEN E OLIVE S ST AND E OLIVE N ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/04/06 00:00:00+00,NA,NA,NA,NA,NA,Y
220989,Block,S COOPER ST BETWEEN RENTON AVE S AND DEAD END 1,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,0,2020/04/09 00:00:00+00,N,Clear,Dry,Dusk,NA,N
220991,Block,5TH AVE N BETWEEN BROAD ST AND HARRISON ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/02/26 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
220993,Block,NW 56TH ST BETWEEN 17TH AVE NW AND 20TH AVE NW,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/04/04 00:00:00+00,N,Other,Unknown,Unknown,NA,Y
220995,Intersection,6TH AVE AND BLANCHARD ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/01/29 00:00:00+00,N,Raining,Wet,Daylight,NA,N
220997,Block,STONE AVE N BETWEEN N 115TH ST AND DEAD END 1,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/04/03 00:00:00+00,N,Clear,Dry,Daylight,NA,N
220998,Intersection,11TH AVE NW AND NW 56TH ST,1,Property Damage Only Collision,Angles,3,0,0,3,0,0,0,2020/01/03 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
220999,Intersection,BOREN AVE AND STEWART ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020/02/20 00:00:00+00,N,Clear,Dry,Dawn,NA,N
221001,Block,14TH AVE S BETWEEN S COLLEGE ST AND BEACON AVE S,1,Property Damage Only Collision,Parked Car,4,0,0,4,0,0,0,2020/03/25 00:00:00+00,N,Clear,Wet,Daylight,NA,N
221003,Block,W BOSTON ST BETWEEN 14TH AVE W AND 15TH AVE W,0,Unknown,NA,2,0,0,0,0,0,0,2020/03/12 00:00:00+00,NA,NA,NA,NA,NA,Y
221006,Block,STONE AVE N BETWEEN N NORTHGATE WAY AND N 107TH ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/05/23 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221007,Intersection,RAINIER AVE S AND S WALKER ST,1,Property Damage Only Collision,Angles,7,0,0,3,0,0,0,2020/05/18 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221008,Block,M L KING JR WR WAY S BETWEEN S WILLOW ST AND S MYRTLE ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/01/17 00:00:00+00,N,NA,Unknown,Daylight,NA,N
221009,Intersection,DENSMORE AVE N AND N 125TH ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/01/17 00:00:00+00,N,Overcast,Wet,Dark - Street Lights On,NA,N
221011,Intersection,55TH AVE S AND WILSON AVE S,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/03/19 00:00:00+00,NA,NA,NA,NA,NA,N
221014,Block,28TH AVE NW BETWEEN NW 77TH ST AND NW 80TH ST,0,Unknown,NA,2,0,0,0,0,0,0,2020/03/03 00:00:00+00,NA,NA,NA,NA,NA,Y
221016,Intersection,9TH AVE AND MADISON ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/02/13 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
221018,Block,NE 78TH ST BETWEEN ROOSEVELT WAY NE AND 11TH AVE NE,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/03/18 00:00:00+00,N,Clear,Dry,Daylight,NA,Y
221021,Block,2ND AVE SW BETWEEN WEST MARGINAL WAY SW AND 2ND AV SW OFF RP,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/04/20 00:00:00+00,NA,NA,NA,NA,NA,N
221024,Block,UNIVERSITY WAY NE BETWEEN NE 55TH ST AND NE 56TH ST,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2020/05/12 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
221026,Block,BANNER WAY NE BETWEEN NE 80TH ST AND 85TH ST ON RP,1,Property Damage Only Collision,Angles,5,0,0,2,0,0,0,2020/02/24 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221028,Intersection,8TH AVE NW AND NW 46TH ST,2,Injury Collision,Angles,3,0,0,2,1,0,0,2020/02/04 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
221032,Block,PIKE PL BETWEEN STEWART ST AND VIRGINIA ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/05/18 00:00:00+00,NA,NA,NA,NA,NA,N
221034,Intersection,BELLEVUE AVE AND E OLIVE WAY,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,2020/01/29 00:00:00+00,N,Raining,Wet,Dark - Unknown Lighting,NA,N
221035,Block,3RD AVE NW BETWEEN NW 36TH ST AND NW 39TH ST,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2020/01/10 00:00:00+00,N,Raining,Wet,Daylight,NA,Y
221037,Block,WALLINGFORD AVE N BETWEEN EAST GREEN LAKE DR N AND N 80TH ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/02/18 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
221038,Intersection,5TH AVE AND UNION ST,2,Injury Collision,Angles,4,0,0,2,2,0,0,2020/03/01 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221040,Block,8TH AVE NE BETWEEN NE 45TH E ST AND NE 47TH ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/02/21 00:00:00+00,NA,NA,NA,NA,NA,Y
221041,Block,HARVARD AVE E BETWEEN E DENNY WAY AND E OLIVE WAY,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/02/07 00:00:00+00,N,Overcast,Wet,Daylight,NA,N
221042,Block,MIDVALE AVE N BETWEEN N 137TH ST AND N 140TH E ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/04/04 00:00:00+00,N,Clear,Dry,Daylight,NA,Y
221043,Block,CALIFORNIA AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/03/05 00:00:00+00,NA,NA,NA,NA,NA,Y
221044,Intersection,W BERTONA ST AND W NICKERSON ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/02/18 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221045,Block,ALASKAN WY VI NB BETWEEN ALASKAN WY VI NB ON RP AND S LANDER ST,1,Property Damage Only Collision,Sideswipe,25,0,0,2,0,0,0,2020/01/17 00:00:00+00,N,Overcast,Wet,Dark - Street Lights On,NA,N
221047,Block,5TH AVE BETWEEN WALL ST AND VINE ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020/03/29 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
221049,Intersection,55TH AVE SW AND SW DAKOTA ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/04/23 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221050,Block,BLANCHARD ST BETWEEN 2ND AVE AND 3RD AVE,2,Injury Collision,Parked Car,2,0,0,2,1,0,0,2020/01/22 00:00:00+00,N,Overcast,Wet,Daylight,NA,N
221051,Block,ALASKAN WY VI NB BETWEEN ALASKAN WY VI NB ON RP AND S LANDER ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/03/06 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
221053,Intersection,9TH AVE N AND ROY ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020/03/07 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221057,Block,AURORA AVE N BETWEEN GALER ST AND GARFIELD ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/02/05 00:00:00+00,N,Raining,Wet,Daylight,NA,N
221059,Intersection,AURORA AVE N AND N 128TH ST,1,Property Damage Only Collision,Angles,4,0,0,2,0,0,0,2020/01/16 00:00:00+00,N,Clear,Wet,Daylight,NA,N
221060,Block,NE 145TH ST BETWEEN 25TH AVE NE AND 26TH AVE NE,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2020/03/13 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,Y,N
221061,Intersection,36TH AVE SW AND SW OREGON ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/01/04 00:00:00+00,NA,NA,NA,NA,NA,Y
221062,Block,DELRIDGE WAY SW BETWEEN SW TRENTON ST AND 21ST S AVE SW,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/03/21 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221064,Block,16TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/02/07 00:00:00+00,N,Overcast,Dry,Dark - Street Lights On,NA,Y
221066,Block,SW GRAHAM ST BETWEEN LANHAM PL SW AND 34TH AVE SW,1,Property Damage Only Collision,Head On,2,0,0,2,0,0,0,2020/03/25 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221069,Block,NE 125TH ST BETWEEN 14TH AVE NE AND 15TH AVE NE,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020/02/25 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
221070,Block,NE 145TH ST BETWEEN 15TH AVE NE AND 17TH AVE NE,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/04/19 00:00:00+00,N,Clear,Dry,Dusk,NA,N
221072,Block,NE 145TH ST BETWEEN 12TH AVE NE AND 15TH AVE NE,1,Property Damage Only Collision,Rear Ended,3,0,0,3,0,0,0,2020/01/12 00:00:00+00,N,Overcast,Wet,Dark - Street Lights On,Y,N
221073,Intersection,14TH AVE E AND E JOHN ST,2,Injury Collision,Angles,5,0,0,4,2,0,0,2020/02/14 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221074,Block,SW MORGAN ST BETWEEN 34TH AVE SW AND 35TH AVE SW,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/02/13 00:00:00+00,NA,NA,NA,NA,NA,N
221076,Block,15TH AVE NE BETWEEN NE 97TH ST AND NE 98TH ST,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/01/25 00:00:00+00,NA,NA,NA,NA,NA,N
221077,Intersection,34TH AVE NW AND NW 77TH ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/01/01 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
221078,Block,4TH AVE S BETWEEN S WALKER ST AND S STACY ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/03/12 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221082,Intersection,14TH AVE AND E UNION ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020/02/21 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221087,Block,54TH AVE S BETWEEN S FLETCHER ST AND S ROXBURY E ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/04/11 00:00:00+00,NA,NA,NA,NA,NA,N
221090,Block,CALIFORNIA AVE SW BETWEEN SW GRAHAM ST AND SW EDDY ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/04/12 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,Y
221092,Block,EVANSTON AVE N BETWEEN N 105TH W ST AND N 107TH ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/03/03 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,Y
221093,Block,RAINIER AVE S BETWEEN S ANDOVER ST AND S DAKOTA ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/02/01 00:00:00+00,N,Overcast,Wet,Daylight,NA,Y
221094,Block,AIRPORT WAY S BETWEEN S LUCILE ST AND CORSON AVE S,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/05/14 00:00:00+00,N,Raining,Wet,Dark - Street Lights Off,NA,N
221096,Intersection,ROOSEVELT WAY NE AND NE 70TH ST,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2020/02/20 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221097,Intersection,15TH AVE NW AND HOLMAN RD NW,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,0,2020/01/31 00:00:00+00,N,Raining,Wet,Daylight,NA,N
221103,Intersection,51ST AVE SW AND SW DAWSON ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/02/27 00:00:00+00,NA,NA,NA,NA,NA,N
221104,Block,SR509 NB BETWEEN SR509 NB CLOVERDALE RP AND 1ST AV S ON RP,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/01/07 00:00:00+00,N,Raining,Wet,Daylight,NA,N
221106,Block,BOREN AVE BETWEEN UNION ST AND PIKE ST,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2020/02/12 00:00:00+00,N,Overcast,Dry,Dark - Street Lights On,NA,N
221108,Block,BROOKLYN AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2020/02/12 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221109,Intersection,ROOSEVELT WAY NE AND NE 63RD ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2020/02/20 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221110,Block,EAST MARGINAL WAY S BETWEEN S DAWSON ST AND S BRANDON ST,2,Injury Collision,Rear Ended,6,0,0,3,1,0,0,2020/01/21 00:00:00+00,N,Overcast,Wet,Daylight,NA,N
221111,Block,15TH AVE S BETWEEN S DAWSON ST AND S BENNETT ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2020/01/30 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
221112,Intersection,S SPOKANE ST AND SW SPOKANE ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/04/05 00:00:00+00,N,Other,Unknown,Unknown,NA,N
221114,Block,14TH AVE NW BETWEEN NW 51ST ST AND NW 52ND ST,2,Injury Collision,Parked Car,2,0,0,2,1,0,0,2020/05/13 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221116,Block,42ND AVE S BETWEEN S HUDSON ST AND S FARRAR ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/03/03 00:00:00+00,N,Overcast,Dry,Daylight,NA,Y
221118,Intersection,M L KING JR WAY S AND S MCCLELLAN ST,2,Injury Collision,Left Turn,2,0,0,2,2,0,0,2020/03/13 00:00:00+00,N,Raining,Wet,Daylight,NA,N
221120,Intersection,DENNY WAY AND QUEEN ANNE AVE N,1,Property Damage Only Collision,Sideswipe,4,0,0,2,0,0,0,2020/03/21 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221121,Block,W MERCER PL BETWEEN W MERCER ST AND 6TH AVE W,2,Injury Collision,Sideswipe,3,0,0,3,2,0,0,2020/04/06 00:00:00+00,N,Clear,Dry,Daylight,Y,N
221122,Intersection,37TH AVE S AND S JUNEAU ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/05/06 00:00:00+00,N,Clear,Dry,Daylight,NA,Y
221124,Block,PONTIUS AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/01/19 00:00:00+00,NA,NA,NA,NA,NA,Y
221125,Block,1ST AV S BR NB BETWEEN POINT A AND SR509 NB,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/03/06 00:00:00+00,N,Raining,Wet,Daylight,Y,N
221127,Block,NE 45TH PL BETWEEN NE BLAKELEY ST AND UNIVERSITY VIEW PL NE,0,Unknown,NA,0,0,0,0,0,0,0,2020/03/19 00:00:00+00,NA,NA,NA,NA,NA,Y
221129,Intersection,RAINIER AVE S AND S WELLER ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/02/24 00:00:00+00,N,Clear,Dry,Dusk,NA,N
221130,Intersection,44TH AVE SW AND SW OREGON ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/01/05 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221131,Block,LANHAM PL SW BETWEEN SW RAYMOND ST AND SW GRAHAM ST,1,Property Damage Only Collision,Parked Car,4,0,0,4,0,0,0,2020/03/12 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,Y
221134,Intersection,PALATINE AVE N AND N 112TH ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020/02/14 00:00:00+00,N,Overcast,Wet,Dark - Street Lights On,NA,N
221135,Block,30TH AVE NE BETWEEN NE 140TH ST AND NE 143RD ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/02/28 00:00:00+00,NA,NA,NA,NA,NA,N
221136,Block,5TH AVE NE BETWEEN NE 112TH N ST AND NE 115TH ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/04/08 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221139,Block,NE 56TH ST BETWEEN 8TH AVE NE AND ROOSEVELT WAY NE,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/05/04 00:00:00+00,NA,NA,NA,NA,NA,N
221141,Intersection,LINDEN AVE N AND N 74TH ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/02/28 00:00:00+00,N,Overcast,Dry,Dark - Street Lights On,NA,N
221142,Intersection,6TH AVE AND PINE ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/01/28 00:00:00+00,N,Raining,Wet,Dawn,NA,N
221143,Intersection,31ST AVE NE AND NE 115TH ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/05/12 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221144,Block,5TH AVE BETWEEN OLIVE WAY AND STEWART ST,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2020/01/08 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221145,Block,CORSON AVE S BETWEEN I5 CORSON AV S OFF RP AND S NEBRASKA ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/03/03 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
221148,Intersection,12TH AVE AND E YESLER WAY,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2020/02/05 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
221149,Intersection,BOYLSTON AVE E AND E HARRISON ST,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2020/01/05 00:00:00+00,N,Overcast,Wet,Dark - Street Lights On,NA,N
221150,Block,JAMES ST BETWEEN 8TH AVE AND 9TH AVE,1,Property Damage Only Collision,Sideswipe,4,0,0,2,0,0,0,2020/02/04 00:00:00+00,N,Overcast,Wet,Daylight,NA,N
221151,Block,6TH AVE W BETWEEN W HOWE ST AND W CROCKETT ST,2,Injury Collision,NA,1,0,0,0,1,0,0,2020/01/05 00:00:00+00,NA,NA,NA,NA,NA,Y
221152,Block,E CHERRY ST BETWEEN E JAMES WAY AND 12TH AVE,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/03/18 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221154,Block,N 97TH ST BETWEEN LINDEN AVE N AND AURORA AVE N,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/04/04 00:00:00+00,N,Clear,Dry,Daylight,NA,N
221156,Intersection,33RD AVE NE AND NE 130TH ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020/02/07 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
